"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","V450-A","V500-A","Time"
246527.796875,56985.000000,262143.000000,262143.000000,71215.000000,241238.578125,529.299988,10058.790039,2980.530029,1.329039
186808.765625,63251.000000,193557.421875,144829.500000,45457.000000,208802.750000,385.920013,5024.740234,1347.290039,1.329039
58017.960938,37142.000000,102371.039062,26046.000000,15666.000000,108958.937500,12.060000,1812.790039,493.430023,1.331186
155101.890625,70273.000000,144646.703125,31776.000000,12871.000000,161795.671875,502.500000,800.660034,272.649994,1.331186
141452.765625,69327.000000,133717.718750,36282.000000,16148.000000,147249.031250,159.460007,1179.710083,402.990021,1.331186
113064.320312,56223.000000,131792.750000,79288.500000,29790.000000,174429.375000,237.180008,2476.459961,841.890015,1.331186
82935.242188,47693.000000,113963.148438,40384.500000,17674.000000,149747.562500,113.900002,2719.850098,867.160034,1.331186
81152.281250,44541.000000,119404.492188,75583.500000,28856.000000,171660.687500,73.700005,2004.310059,518.700012,1.331186
118109.601562,39207.000000,197424.718750,68149.500000,21937.000000,203594.171875,163.480011,2348.780029,629.090027,1.333333
88603.359375,47055.000000,123402.609375,58708.500000,27241.000000,141240.062500,148.740005,1880.620117,679.630005,1.333333
